#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2025-11-13T06:01:55 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-11-13T06:01:55	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-order=I&-out.src=J/ApJS/234/18/table3&-source=J/ApJS/234/18/table3&-out=Name&-out=sma&-out=ell&-out=muFUV&-out=cumuFUV&-out=muNUV&-out=cumuNUV&-out=FN&-out=sma36&-out=mu36corr&-out=tmagcorr&-out=asmag36&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	muFUV	(F6.3)	[18.7/40]? GALEX FUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.100-200nm]
#Column	cumuFUV	(F6.3)	[10/24.2]? Cumulative AB magnitude in FUV band	[ucd=phot.mag;em.UV]
#Column	muNUV	(F6.3)	[18.6/40.3]? GALEX NUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.200-300nm]
#Column	cumuNUV	(F6.3)	[9.5/23]? Cumulative AB magnitude in NUV band	[ucd=phot.mag;em.UV]
#Column	FN	(F6.3)	[-9.3/10.5]? FUV-NUV color from muFUV-muNUV	[ucd=phot.mag.sb]
#Column	sma36	(I3)	[7/664] Semi-major axis steps in IRAC pixels; 0.75"/pix (1)	[ucd=phys.size.radius]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	asmag36	(F6.3)	[6.3/17.2] 3.6um asymptotic AB magnitude	[ucd=phot.mag;em.IR.3-4um]
Name;sma;ell;muFUV;cumuFUV;muNUV;cumuNUV;FN;sma36;mu36corr;tmagcorr;asmag36
ESO150-005;120; 0.286;30.258;15.485;30.187;15.271; 0.070;160;27.710;14.111;14.110
ESO150-005;126; 0.286;31.955;15.479;29.927;15.267; 2.028;168;28.882;14.106;14.110
ESO150-005;132; 0.286;30.790;15.479;30.605;15.263; 0.185;176;31.451;14.101;14.110
ESO150-005;138; 0.286;      ;15.477;      ;15.263;      ;184;      ;14.101;14.110
ESO150-005;144; 0.286;31.283;15.478;32.422;15.264;-1.139;192;      ;14.106;14.110
ESO150-005;150; 0.286;      ;15.480;30.881;15.262;      ;200;      ;14.110;14.110
ESO154-023;  6; 0.803;23.404;19.951;23.315;19.848; 0.089;  7;22.412;18.896;13.003
ESO154-023; 12; 0.803;23.591;18.566;23.411;18.414; 0.180; 16;22.553;17.537;13.003
ESO154-023; 18; 0.803;23.666;17.803;23.513;17.632; 0.153; 24;22.624;16.709;13.003
ESO154-023; 24; 0.803;23.800;17.249;23.600;17.090; 0.200; 31;22.706;16.179;13.003
ESO154-023; 30; 0.803;23.952;16.882;23.717;16.699; 0.235; 40;22.677;15.737;13.003
ESO154-023; 36; 0.803;24.128;16.545;23.842;16.348; 0.286; 48;22.858;15.400;13.003
ESO154-023; 42; 0.803;24.236;16.298;23.973;16.089; 0.263; 56;22.983;15.151;13.003
ESO154-023; 48; 0.803;24.271;16.062;24.036;15.852; 0.235; 64;23.046;14.948;13.003
ESO154-023; 54; 0.803;24.471;15.854;24.143;15.643; 0.328; 72;23.118;14.781;13.003
ESO154-023; 60; 0.803;24.552;15.687;24.220;15.464; 0.332; 79;23.167;14.629;13.003
ESO154-023; 66; 0.803;24.557;15.526;24.224;15.294; 0.333; 87;23.229;14.498;13.003
ESO154-023; 72; 0.803;24.576;15.383;24.289;15.149; 0.287; 95;23.390;14.378;13.003
ESO154-023; 78; 0.803;24.610;15.270;24.371;15.031; 0.239;104;23.377;14.273;13.003
ESO154-023; 84; 0.803;24.716;15.170;24.451;14.929; 0.265;112;23.545;14.163;13.003
ESO154-023; 90; 0.803;24.657;15.084;24.435;14.841; 0.222;120;23.564;14.061;13.003
ESO154-023; 96; 0.803;24.695;14.993;24.481;14.750; 0.215;127;23.703;13.969;13.003
ESO154-023;102; 0.803;24.725;14.902;24.534;14.663; 0.190;136;23.858;13.881;13.003
ESO154-023;108; 0.803;24.738;14.820;24.538;14.584; 0.199;144;23.924;13.803;13.003
ESO154-023;114; 0.803;24.718;14.736;24.603;14.504; 0.115;152;23.912;13.725;13.003
ESO154-023;120; 0.803;24.851;14.657;24.648;14.431; 0.203;160;24.080;13.653;13.003
ESO154-023;126; 0.803;24.847;14.582;24.719;14.360; 0.128;168;24.109;13.594;13.003
ESO154-023;132; 0.803;24.868;14.505;24.740;14.289; 0.128;176;24.173;13.540;13.003
ESO154-023;138; 0.803;24.933;14.437;24.820;14.224; 0.112;184;24.311;13.488;13.003
ESO154-023;144; 0.803;25.126;14.380;24.957;14.168; 0.170;192;24.371;13.437;13.003
ESO154-023;150; 0.803;25.204;14.328;25.092;14.117; 0.111;200;24.402;13.390;13.003
ESO154-023;156; 0.803;25.333;14.283;25.260;14.073; 0.073;208;24.502;13.349;13.003
ESO154-023;162; 0.803;25.577;14.243;25.429;14.036; 0.148;216;24.585;13.317;13.003
ESO154-023;168; 0.803;25.780;14.210;25.602;14.003; 0.178;224;24.724;13.287;13.003
ESO154-023;174; 0.803;25.938;14.181;25.755;13.974; 0.183;232;24.665;13.258;13.003
ESO154-023;180; 0.803;25.944;14.152;25.797;13.947; 0.147;240;24.864;13.229;13.003
ESO154-023;186; 0.803;25.861;14.114;25.734;13.911; 0.127;248;24.939;13.203;13.003
ESO154-023;192; 0.803;25.807;14.069;25.664;13.871; 0.143;256;25.086;13.180;13.003
ESO154-023;198; 0.803;25.848;14.027;25.663;13.831; 0.185;264;25.146;13.156;13.003
ESO154-023;204; 0.803;25.799;13.975;25.671;13.784; 0.128;272;25.236;13.133;13.003
ESO154-023;210; 0.803;26.047;13.934;25.942;13.746; 0.105;280;25.356;13.112;13.003
ESO154-023;216; 0.803;26.411;13.908;26.214;13.720; 0.197;288;25.680;13.098;13.003
ESO154-023;222; 0.803;26.587;13.887;26.425;13.699; 0.162;296;25.671;13.087;13.003
ESO154-023;228; 0.803;26.781;13.868;26.595;13.680; 0.185;304;25.953;13.077;13.003
ESO154-023;234; 0.803;27.067;13.855;26.866;13.667; 0.202;312;26.092;13.069;13.003
ESO154-023;240; 0.803;27.270;13.844;27.049;13.655; 0.221;319;26.039;13.061;13.003
ESO154-023;246; 0.803;27.420;13.833;27.287;13.645; 0.133;327;26.051;13.053;13.003
ESO154-023;252; 0.803;27.470;13.824;27.280;13.636; 0.190;335;26.100;13.046;13.003
ESO154-023;258; 0.803;27.600;13.816;27.558;13.628; 0.042;343;26.052;13.040;13.003
ESO154-023;264; 0.803;27.871;13.810;27.631;13.622; 0.240;351;26.198;13.036;13.003
ESO154-023;270; 0.803;28.043;13.805;27.845;13.616; 0.198;359;26.480;13.031;13.003
ESO154-023;276; 0.803;28.143;13.800;28.103;13.612; 0.040;367;26.466;13.026;13.003
ESO154-023;282; 0.803;28.234;13.796;28.241;13.608;-0.008;375;26.517;13.022;13.003
ESO154-023;288; 0.803;28.607;13.793;28.327;13.605; 0.280;383;26.790;13.019;13.003
ESO154-023;294; 0.803;28.453;13.791;28.484;13.602;-0.031;391;26.826;13.016;13.003
ESO154-023;300; 0.803;28.658;13.788;28.691;13.600;-0.033;399;26.840;13.013;13.003
ESO154-023;306; 0.803;28.923;13.787;28.780;13.598; 0.142;407;26.730;13.011;13.003
ESO154-023;312; 0.803;28.737;13.785;29.114;13.597;-0.377;415;26.928;13.009;13.003
ESO154-023;318; 0.803;28.929;13.783;29.262;13.595;-0.333;423;26.923;13.006;13.003
ESO154-023;324; 0.803;29.068;13.782;29.167;13.594;-0.100;431;27.420;13.005;13.003
ESO154-023;330; 0.803;29.298;13.780;29.651;13.593;-0.353;439;27.162;13.003;13.003
ESO154-023;336; 0.803;29.205;13.779;29.474;13.592;-0.269;447;27.777;13.002;13.003
ESO154-023;342; 0.803;29.189;13.778;29.937;13.592;-0.748;455;28.367;13.002;13.003
ESO157-049;  6; 0.650;25.149;20.893;24.914;20.786; 0.236;  7;19.038;14.525;12.655
ESO157-049; 12; 0.650;25.415;19.801;24.974;19.361; 0.441; 15;20.072;13.581;12.655
ESO157-049; 18; 0.650;25.725;19.036;25.404;18.621; 0.321; 23;20.807;13.152;12.655
ESO157-049; 24; 0.650;26.167;18.623;25.801;18.180; 0.366; 31;21.272;12.910;12.655
ESO157-049; 30; 0.650;26.827;18.357;26.067;17.844; 0.760; 39;22.183;12.792;12.655
ESO157-049; 36; 0.650;26.910;18.191;26.449;17.639; 0.461; 47;23.008;12.738;12.655
ESO157-049; 42; 0.650;28.546;18.084;26.980;17.503; 1.566; 56;23.739;12.708;12.655
ESO157-049; 48; 0.650;27.761;18.040;27.390;17.428; 0.371; 64;24.344;12.692;12.655
ESO157-049; 54; 0.650;27.693;17.990;28.057;17.379;-0.364; 71;24.863;12.682;12.655
ESO157-049; 60; 0.650;28.326;17.943;28.507;17.339;-0.181; 79;25.468;12.676;12.655
ESO157-049; 66; 0.650;29.335;17.914;28.927;17.316; 0.409; 87;25.679;12.671;12.655
ESO157-049; 72; 0.650;29.581;17.894;29.010;17.291; 0.572; 95;26.091;12.667;12.655
ESO157-049; 78; 0.650;29.801;17.871;28.676;17.262; 1.125;104;26.126;12.664;12.655
ESO157-049; 84; 0.650;29.513;17.843;29.737;17.252;-0.224;112;26.722;12.662;12.655
ESO157-049; 90; 0.650;30.070;17.819;30.455;17.245;-0.385;119;26.540;12.661;12.655
ESO157-049; 96; 0.650;      ;17.820;30.506;17.236;      ;127;26.859;12.659;12.655
ESO157-049;102; 0.650;29.882;17.817;      ;17.234;      ;136;26.926;12.657;12.655
ESO157-049;108; 0.650;30.369;17.780;30.323;17.235; 0.046;144;27.155;12.656;12.655
ESO159-025;  6; 0.154;25.172;20.079;25.054;19.755; 0.119;  8;23.274;18.221;15.227
ESO159-025; 12; 0.154;24.800;18.623;24.974;18.493;-0.174; 16;23.634;16.966;15.227
ESO159-025; 18; 0.154;25.391;17.940;25.077;17.632; 0.314; 24;24.015;16.356;15.227
ESO159-025; 24; 0.154;25.523;17.362;25.211;17.074; 0.312; 32;24.329;15.948;15.227
ESO159-025; 30; 0.154;26.116;17.017;25.649;16.709; 0.467; 40;24.746;15.690;15.227
ESO159-025; 36; 0.154;26.194;16.781;26.262;16.493;-0.069; 48;25.432;15.554;15.227
ESO159-025; 42; 0.154;27.309;16.655;26.634;16.363; 0.675; 56;25.800;15.474;15.227
ESO159-025; 48; 0.154;27.274;16.564;27.157;16.267; 0.117; 64;25.935;15.397;15.227
ESO159-025; 54; 0.154;27.265;16.495;27.524;16.209;-0.259; 72;26.519;15.334;15.227
ESO159-025; 60; 0.154;27.728;16.395;27.525;16.162; 0.203; 79;26.580;15.292;15.227
ESO159-025; 66; 0.154;30.264;16.369;28.392;16.110; 1.872; 87;26.990;15.253;15.227
ESO159-025; 72; 0.154;      ;16.364;28.721;16.081;      ; 95;29.004;15.227;15.227
ESO187-035;  6; 0.429;24.935;19.918;24.437;19.769; 0.498;  8;22.952;18.143;15.417
ESO187-035; 12; 0.429;25.193;18.815;25.069;18.547; 0.125; 16;23.693;17.070;15.417
ESO187-035; 18; 0.429;25.802;18.152;25.455;17.907; 0.347; 24;24.019;16.522;15.417
ESO187-035; 24; 0.429;26.095;17.730;25.907;17.505; 0.189; 32;24.746;16.191;15.417
ESO187-035; 30; 0.429;26.110;17.427;25.907;17.223; 0.203; 40;24.998;16.026;15.417
ESO187-035; 36; 0.429;26.238;17.194;26.159;16.983; 0.079; 48;25.124;15.875;15.417
ESO187-035; 42; 0.429;26.612;17.034;26.561;16.847; 0.051; 56;25.492;15.758;15.417
ESO187-035; 48; 0.429;26.911;16.901;27.008;16.737;-0.096; 64;26.050;15.677;15.417
ESO187-035; 54; 0.429;27.291;16.799;27.067;16.657; 0.224; 72;26.289;15.619;15.417
ESO187-035; 60; 0.429;27.594;16.731;27.801;16.591;-0.207; 79;26.889;15.557;15.417
ESO187-035; 66; 0.429;28.841;16.699;28.165;16.549; 0.676; 87;26.916;15.518;15.417
ESO187-035; 72; 0.429;28.700;16.664;28.317;16.516; 0.383; 95;26.676;15.482;15.417
ESO187-035; 78; 0.429;29.572;16.639;28.843;16.484; 0.729;104;28.054;15.454;15.417
ESO187-035; 84; 0.429;28.804;16.620;28.984;16.465;-0.180;112;29.906;15.440;15.417
ESO187-035; 90; 0.429;28.407;16.591;29.295;16.452;-0.888;120;28.119;15.428;15.417
ESO187-035; 96; 0.429;31.496;16.578;29.616;16.431; 1.880;127;28.234;15.418;15.417
ESO187-051;  6; 0.550;25.292;20.859;24.727;20.550; 0.565;  8;22.984;18.582;15.033
ESO187-051; 12; 0.550;24.886;19.022;24.781;18.914; 0.105; 16;23.525;17.363;15.033
ESO187-051; 18; 0.550;25.863;18.446;25.540;18.215; 0.323; 24;24.065;16.756;15.033
ESO187-051; 24; 0.550;26.199;18.041;25.841;17.835; 0.358; 32;24.311;16.398;15.033
ESO187-051; 30; 0.550;26.324;17.765;25.952;17.515; 0.373; 40;24.604;16.130;15.033
ESO187-051; 36; 0.550;26.442;17.520;26.235;17.285; 0.207; 48;24.796;15.931;15.033
ESO187-051; 42; 0.550;26.482;17.345;26.293;17.073; 0.189; 56;24.831;15.763;15.033
ESO187-051; 48; 0.550;26.518;17.167;26.150;16.899; 0.368; 64;24.992;15.625;15.033
ESO187-051; 54; 0.550;26.485;16.980;26.350;16.727; 0.135; 72;25.253;15.497;15.033
ESO187-051; 60; 0.550;27.141;16.847;26.674;16.610; 0.468; 79;25.436;15.396;15.033
ESO187-051; 66; 0.550;27.368;16.767;26.948;16.526; 0.420; 87;25.660;15.328;15.033
ESO187-051; 72; 0.550;26.824;16.697;26.803;16.448; 0.021; 95;26.103;15.263;15.033
ESO187-051; 78; 0.550;26.771;16.573;26.513;16.335; 0.258;104;26.163;15.212;15.033
ESO187-051; 84; 0.550;26.752;16.450;26.674;16.221; 0.078;112;26.238;15.163;15.033
ESO187-051; 90; 0.550;27.353;16.352;27.087;16.133; 0.265;120;26.740;15.124;15.033
ESO187-051; 96; 0.550;27.936;16.303;27.678;16.081; 0.257;127;26.852;15.090;15.033
ESO187-051;102; 0.550;28.357;16.273;27.976;16.047; 0.381;136;26.372;15.064;15.033
ESO187-051;108; 0.550;29.376;16.253;28.327;16.019; 1.049;144;27.725;15.046;15.033
ESO187-051;114; 0.550;28.731;16.239;29.254;16.000;-0.523;152;29.209;15.033;15.033
ESO202-035;  6; 0.720;23.961;20.351;23.392;19.769; 0.569;  8;18.915;15.104;12.607
ESO202-035; 12; 0.720;24.061;18.850;23.339;18.073; 0.722; 16;19.632;14.024;12.607
ESO202-035; 18; 0.720;23.863;17.920;23.261;17.188; 0.602; 24;20.293;13.507;12.607
ESO202-035; 24; 0.720;23.888;17.126;23.323;16.541; 0.565; 32;20.763;13.187;12.607
ESO202-035; 30; 0.720;23.888;16.628;23.581;16.096; 0.307; 40;21.306;12.985;12.607
ESO202-035; 36; 0.720;24.094;16.242;24.061;15.767; 0.032; 48;21.838;12.850;12.607
ESO202-035; 42; 0.720;25.054;16.023;24.555;15.558; 0.499; 56;22.341;12.761;12.607
ESO202-035; 48; 0.720;25.250;15.868;24.705;15.408; 0.545; 64;22.884;12.706;12.607
ESO202-035; 54; 0.720;25.453;15.738;25.043;15.285; 0.410; 72;23.352;12.665;12.607
ESO202-035; 60; 0.720;25.527;15.630;25.215;15.184; 0.312; 80;23.878;12.644;12.607
ESO202-035; 66; 0.720;25.796;15.524;25.511;15.102; 0.285; 88;24.541;12.629;12.607
ESO202-035; 72; 0.720;26.296;15.462;26.047;15.044; 0.249; 96;25.112;12.620;12.607
ESO202-035; 78; 0.720;26.703;15.422;26.499;15.012; 0.204;104;25.926;12.615;12.607
ESO202-035; 84; 0.720;27.528;15.401;26.942;14.990; 0.586;112;26.845;12.612;12.607
ESO202-035; 90; 0.720;27.327;15.381;27.296;14.978; 0.031;120;26.717;12.610;12.607
ESO202-035; 96; 0.720;27.729;15.369;27.708;14.966; 0.022;128;      ;12.611;12.607
ESO202-035;102; 0.720;29.356;15.361;27.874;14.958; 1.481;136;      ;12.611;12.607
ESO202-035;108; 0.720;29.321;15.356;28.473;14.953; 0.848;144;27.810;12.611;12.607
ESO202-035;114; 0.720;29.619;15.357;28.976;14.950; 0.644;152;      ;12.611;12.607
ESO202-035;120; 0.720;      ;15.352;28.262;14.946;      ;160;27.417;12.612;12.607
ESO202-035;126; 0.720;28.643;15.349;28.749;14.942;-0.106;168;29.632;12.612;12.607
ESO202-035;132; 0.720;28.927;15.346;28.436;14.936; 0.491;176;29.344;12.612;12.607
ESO359-003;138; 0.680;      ;16.979;31.406;16.330;      ;184;      ;14.429;14.443
ESO202-035;138; 0.720;29.504;15.343;29.319;14.932; 0.185;184;29.431;12.612;12.607
ESO202-035;144; 0.720;29.883;15.338;29.472;14.927; 0.411;192;27.414;12.611;12.607
ESO202-035;150; 0.720;28.514;15.336;28.651;14.925;-0.136;200;28.227;12.611;12.607
ESO202-035;156; 0.720;30.963;15.330;29.193;14.922; 1.770;208;27.230;12.610;12.607
ESO202-035;162; 0.720;28.455;15.325;30.166;14.920;-1.711;216;      ;12.610;12.607
ESO202-035;168; 0.720;29.152;15.317;29.517;14.918;-0.365;224;27.621;12.610;12.607
ESO202-035;174; 0.720;30.022;15.313;30.600;14.915;-0.578;232;      ;12.610;12.607
ESO202-035;180; 0.720;      ;15.313;30.737;14.913;      ;240;29.209;12.609;12.607
ESO202-041;  6; 0.417;24.555;19.706;24.055;19.355; 0.500;  8;22.882;18.002;15.674
ESO202-041; 12; 0.417;24.567;18.502;24.637;18.186;-0.070; 16;23.802;17.032;15.674
ESO202-041; 18; 0.417;24.991;17.655;24.723;17.438; 0.268; 24;24.178;16.575;15.674
ESO202-041; 24; 0.417;25.228;17.000;24.917;16.858; 0.311; 32;24.547;16.271;15.674
ESO202-041; 30; 0.417;25.228;16.684;25.120;16.535; 0.108; 40;24.965;16.083;15.674
ESO202-041; 36; 0.417;25.345;16.410;25.153;16.251; 0.193; 48;25.268;15.946;15.674
ESO202-041; 42; 0.417;25.526;16.189;25.412;16.047; 0.113; 56;25.875;15.820;15.674
ESO202-041; 48; 0.417;26.394;16.074;26.100;15.919; 0.293; 64;26.325;15.747;15.674
ESO202-041; 54; 0.417;26.675;16.002;26.739;15.848;-0.064; 72;26.899;15.697;15.674
ESO202-041; 60; 0.417;27.675;15.950;27.174;15.802; 0.501; 79;27.331;15.669;15.674
ESO202-041; 66; 0.417;28.186;15.923;28.018;15.772; 0.168; 87;      ;15.658;15.674
ESO202-041; 72; 0.417;29.004;15.915;28.540;15.755; 0.465; 95;      ;15.661;15.674
ESO202-041; 78; 0.417;28.843;15.899;29.328;15.748;-0.485;104;30.086;15.665;15.674
ESO202-041; 84; 0.417;28.977;15.891;31.490;15.744;-2.513;112;      ;15.674;15.674
ESO234-043;  6; 0.263;25.060;19.878;24.646;19.486; 0.414;  7;22.257;17.156;14.496
ESO234-043; 12; 0.263;25.808;18.943;25.112;18.462; 0.696; 15;22.849;16.204;14.496
ESO234-043; 18; 0.263;26.209;18.550;25.316;17.907; 0.894; 23;23.405;15.712;14.496
ESO234-043; 24; 0.263;26.028;18.075;25.563;17.482; 0.465; 31;23.848;15.394;14.496
ESO234-043; 30; 0.263;26.133;17.689;25.639;17.103; 0.494; 39;24.195;15.183;14.496
ESO234-043; 36; 0.263;26.240;17.343;25.685;16.777; 0.555; 48;24.370;15.050;14.496
ESO234-043; 42; 0.263;26.226;17.078;25.805;16.524; 0.421; 56;24.586;14.924;14.496
ESO234-043; 48; 0.263;26.093;16.796;25.907;16.287; 0.186; 64;24.919;14.812;14.496
ESO234-043; 54; 0.263;26.566;16.574;26.237;16.113; 0.330; 71;25.245;14.716;14.496
ESO234-043; 60; 0.263;26.909;16.433;26.592;15.989; 0.317; 79;25.595;14.649;14.496
ESO234-043; 66; 0.263;27.229;16.328;27.028;15.903; 0.202; 87;25.871;14.599;14.496
ESO234-043; 72; 0.263;27.361;16.251;27.052;15.831; 0.309; 95;26.135;14.563;14.496
ESO234-043; 78; 0.263;27.514;16.174;27.340;15.772; 0.174;104;26.584;14.530;14.496
ESO234-043; 84; 0.263;27.593;16.100;27.337;15.716; 0.257;112;26.839;14.505;14.496
ESO234-043; 90; 0.263;28.537;16.058;27.824;15.663; 0.713;119;28.986;14.497;14.496
ESO234-049;  6; 0.200;22.412;17.628;21.937;17.032; 0.475;  7;20.637;15.451;13.106
ESO234-049; 12; 0.200;22.718;16.055;22.455;15.712; 0.263; 16;21.369;14.394;13.106
ESO234-049; 18; 0.200;23.491;15.515;23.214;15.200; 0.277; 24;21.929;13.892;13.106
ESO234-049; 24; 0.200;24.017;15.212;23.665;14.896; 0.352; 32;22.433;13.611;13.106
ESO234-049; 30; 0.200;24.601;15.027;24.080;14.705; 0.521; 40;22.846;13.419;13.106
ESO234-049; 36; 0.200;24.908;14.905;24.680;14.570; 0.228; 48;23.116;13.291;13.106
ESO234-049; 42; 0.200;25.750;14.814;25.428;14.486; 0.322; 56;23.528;13.222;13.106
ESO234-049; 48; 0.200;26.672;14.772;26.123;14.441; 0.549; 64;24.164;13.177;13.106
ESO234-049; 54; 0.200;27.890;14.757;27.105;14.421; 0.785; 72;24.915;13.152;13.106
ESO234-049; 60; 0.200;28.129;14.748;27.743;14.410; 0.386; 79;25.630;13.135;13.106
ESO234-049; 66; 0.200;28.750;14.741;28.576;14.403; 0.174; 87;26.962;13.126;13.106
ESO234-049; 72; 0.200;29.321;14.736;29.453;14.399;-0.131; 95;26.593;13.121;13.106
ESO234-049; 78; 0.200;29.029;14.732;30.162;14.397;-1.133;104;27.877;13.116;13.106
ESO234-049; 84; 0.200;29.127;14.728;28.964;14.394; 0.163;112;27.426;13.115;13.106
ESO234-049; 90; 0.200;29.038;14.722;29.468;14.391;-0.431;120;27.822;13.111;13.106
ESO234-049; 96; 0.200;28.807;14.716;30.124;14.389;-1.317;127;28.461;13.110;13.106
ESO234-049;102; 0.200;28.868;14.707;29.979;14.387;-1.111;136;28.114;13.107;13.106
ESO234-049;108; 0.200;30.406;14.704;30.425;14.385;-0.019;144;      ;13.106;13.106
ESO236-039;  6; 0.333;23.147;18.356;23.128;18.283; 0.019;  8;22.468;17.564;15.645
ESO236-039; 12; 0.333;24.635;17.358;24.282;17.209; 0.353; 16;23.279;16.493;15.645
ESO236-039; 18; 0.333;25.724;17.057;25.424;16.860; 0.299; 24;23.976;16.056;15.645
ESO236-039; 24; 0.333;26.733;16.912;26.204;16.688; 0.530; 32;24.796;15.836;15.645
ESO236-039; 30; 0.333;27.417;16.828;27.068;16.600; 0.350; 40;25.822;15.741;15.645
ESO236-039; 36; 0.333;28.140;16.797;28.251;16.564;-0.110; 48;26.595;15.704;15.645
ESO236-039; 42; 0.333;30.172;16.774;29.464;16.553; 0.708; 56;27.854;15.684;15.645
ESO236-039; 48; 0.333;30.461;16.779;30.554;16.539;-0.093; 64;28.472;15.661;15.645
ESO236-039; 54; 0.333;29.817;16.769;      ;16.543;      ; 72;      ;15.649;15.645
ESO236-039; 60; 0.333;29.917;16.766;31.148;16.546;-1.231; 79;      ;15.651;15.645
ESO236-039; 66; 0.333;29.324;16.752;      ;16.547;      ; 87;      ;15.645;15.645
ESO237-052;  6; 0.529;23.959;19.667;23.723;19.322; 0.236;  7;21.454;16.661;14.389
ESO237-052; 12; 0.529;24.106;18.283;23.845;17.920; 0.262; 15;22.112;15.685;14.389
ESO237-052; 18; 0.529;24.506;17.542;24.035;17.176; 0.471; 23;22.744;15.207;14.389
ESO237-052; 24; 0.529;24.944;17.015;24.632;16.685; 0.312; 31;23.296;14.911;14.389
ESO237-052; 30; 0.529;25.280;16.736;24.834;16.418; 0.446; 39;23.704;14.738;14.389
ESO237-052; 36; 0.529;25.222;16.507;24.994;16.184; 0.229; 47;24.136;14.607;14.389
ESO237-052; 42; 0.529;25.244;16.260;25.131;15.957; 0.113; 56;24.465;14.503;14.389
ESO237-052; 48; 0.529;26.069;16.101;25.811;15.811; 0.257; 64;25.211;14.443;14.389
ESO237-052; 54; 0.529;27.102;16.037;26.797;15.753; 0.306; 71;26.301;14.413;14.389
ESO237-052; 60; 0.529;27.964;16.019;27.599;15.727; 0.365; 79;27.150;14.400;14.389
ESO237-052; 66; 0.529;28.788;16.007;28.473;15.711; 0.315; 87;26.874;14.396;14.389
ESO237-052; 72; 0.529;29.209;15.995;29.105;15.706; 0.104; 95;32.343;14.389;14.389
ESO238-018;  6; 0.091;23.462;18.370;23.373;18.318; 0.088;  8;21.893;16.383;14.523
ESO238-018; 12; 0.091;23.744;17.098;23.485;16.936; 0.259; 16;22.523;15.444;14.523
ESO238-018; 18; 0.091;23.823;16.258;23.644;16.075; 0.179; 24;23.015;14.946;14.523
ESO238-018; 24; 0.091;24.795;15.825;24.517;15.635; 0.279; 32;24.052;14.723;14.523
ESO238-018; 30; 0.091;25.349;15.639;25.328;15.456; 0.021; 40;24.782;14.602;14.523
ESO238-018; 36; 0.091;26.983;15.559;26.698;15.382; 0.286; 48;26.527;14.555;14.523
ESO238-018; 42; 0.091;28.243;15.539;27.772;15.358; 0.471; 56;27.941;14.544;14.523
ESO238-018; 48; 0.091;28.566;15.526;28.780;15.346;-0.214; 64;28.504;14.538;14.523
ESO238-018; 54; 0.091;29.161;15.518;29.423;15.341;-0.262; 72;      ;14.531;14.523
ESO238-018; 60; 0.091;28.911;15.507;30.170;15.337;-1.259; 79;28.660;14.526;14.523
ESO238-018; 66; 0.091;30.958;15.504;30.522;15.335; 0.436; 87;27.803;14.523;14.523
ESO240-011;  6; 0.739;25.631;22.200;24.864;21.056; 0.767;  7;17.670;13.789;11.112
ESO240-011; 12; 0.739;25.765;20.805;24.913;19.556; 0.853; 15;18.398;12.878;11.112
ESO240-011; 18; 0.739;25.636;19.957;25.128;18.903; 0.509; 23;19.046;12.354;11.112
ESO240-011; 24; 0.739;25.714;19.265;24.996;18.292; 0.718; 31;19.639;12.037;11.112
ESO240-011; 30; 0.739;25.900;18.820;25.177;17.885; 0.723; 39;20.097;11.811;11.112
